id,species,symptoms,disease
101,dog,උණ;lethargy;runny_නැති,Distemper
102,dog,කැස්සing;උණ;lethargy;runny_නැති,Distemper
103,dog,runny_නැති;ඇස්_discharge;කැස්සing;lethargy;උණ,Distemper
104,dog,උණ;ඇස්_discharge;runny_නැති;lethargy;කැස්සing,Distemper
105,dog,කැස්සing;උණ;lethargy,Distemper
106,dog,ඇස්_discharge;runny_නැති;උණ,Distemper
107,dog,ඇස්_discharge;කැස්සing;lethargy,Distemper
108,dog,කැස්සing;runny_නැති;ඇස්_discharge,Distemper
109,dog,lethargy;කැස්සing;ඇස්_discharge,Distemper
110,dog,runny_නැති;ඇස්_discharge;කැස්සing;උණ;lethargy,Distemper
111,dog,උණ;runny_නැති;lethargy,Distemper
112,dog,උණ;ඇස්_discharge;runny_නැති,Distemper
113,dog,runny_නැති;කැස්සing;උණ,Distemper
114,dog,උණ;ඇස්_discharge;කැස්සing;lethargy,Distemper
115,dog,කැස්සing;lethargy;උණ,Distemper
116,dog,උණ;කැස්සing;runny_නැති;ඇස්_discharge,Distemper
117,dog,ඇස්_discharge;කැස්සing;උණ;runny_නැති;lethargy,Distemper
118,dog,lethargy;කැස්සing;උණ,Distemper
119,dog,උණ;කැස්සing;lethargy,Distemper
120,dog,ඇස්_discharge;runny_නැති;කැස්සing;උණ;lethargy,Distemper
121,dog,lethargy;ඇස්_discharge;උණ;කැස්සing;runny_නැති,Distemper
122,dog,lethargy;උණ;runny_නැති;ඇස්_discharge,Distemper
123,dog,ඇස්_discharge;උණ;කැස්සing,Distemper
124,dog,කැස්සing;උණ;runny_නැති;ඇස්_discharge,Distemper
125,dog,lethargy;runny_නැති;කැස්සing,Distemper
126,dog,lethargy;උණ;කැස්සing,Distemper
127,dog,උණ;කැස්සing;runny_නැති,Distemper
128,dog,runny_නැති;ඇස්_discharge;lethargy;කැස්සing,Distemper
129,dog,lethargy;ඇස්_discharge;runny_නැති;කැස්සing,Distemper
130,dog,කැස්සing;උණ;runny_නැති;lethargy,Distemper
131,dog,lethargy;උණ;කැස්සing,Distemper
132,dog,ඇස්_discharge;කැස්සing;runny_නැති;උණ,Distemper
133,dog,උණ;ඇස්_discharge;lethargy;runny_නැති,Distemper
134,dog,උණ;runny_නැති;ඇස්_discharge;කැස්සing;lethargy,Distemper
135,dog,උණ;runny_නැති;ඇස්_discharge,Distemper
136,dog,උණ;runny_නැති;කැස්සing;lethargy;ඇස්_discharge,Distemper
137,dog,ඇස්_discharge;runny_නැති;කැස්සing;උණ;lethargy,Distemper
138,dog,ඇස්_discharge;උණ;runny_නැති,Distemper
139,dog,උණ;runny_නැති;ඇස්_discharge,Distemper
140,dog,කැස්සing;ඇස්_discharge;lethargy,Distemper
141,dog,කුරුල්ලීම;hair_loss;red_සම;sneezing;rash,Skin_Allergy
142,dog,red_සම;rash;කුරුල්ලීම;sneezing,Skin_Allergy
143,dog,කුරුල්ලීම;sneezing;hair_loss;red_සම,Skin_Allergy
144,dog,sneezing;rash;කුරුල්ලීම;hair_loss,Skin_Allergy
145,dog,hair_loss;rash;red_සම;sneezing;කුරුල්ලීම,Skin_Allergy
146,dog,sneezing;rash;red_සම;hair_loss;කුරුල්ලීම,Skin_Allergy
147,dog,sneezing;rash;red_සම;hair_loss;කුරුල්ලීම,Skin_Allergy
148,dog,sneezing;rash;hair_loss;කුරුල්ලීම;red_සම,Skin_Allergy
149,dog,hair_loss;sneezing;red_සම;rash;කුරුල්ලීම,Skin_Allergy
150,dog,red_සම;කුරුල්ලීම;hair_loss,Skin_Allergy
151,dog,red_සම;rash;hair_loss;කුරුල්ලීම;sneezing,Skin_Allergy
152,dog,red_සම;කුරුල්ලීම;hair_loss,Skin_Allergy
153,dog,hair_loss;කුරුල්ලීම;sneezing,Skin_Allergy
154,dog,hair_loss;කුරුල්ලීම;rash;sneezing;red_සම,Skin_Allergy
155,dog,කුරුල්ලීම;sneezing;red_සම;rash,Skin_Allergy
156,dog,sneezing;hair_loss;කුරුල්ලීම;red_සම;rash,Skin_Allergy
157,dog,red_සම;hair_loss;කුරුල්ලීම;rash,Skin_Allergy
158,dog,hair_loss;rash;red_සම,Skin_Allergy
159,dog,hair_loss;sneezing;red_සම;rash;කුරුල්ලීම,Skin_Allergy
160,dog,sneezing;කුරුල්ලීම;red_සම;hair_loss,Skin_Allergy
161,dog,rash;sneezing;red_සම;hair_loss;කුරුල්ලීම,Skin_Allergy
162,dog,කුරුල්ලීම;sneezing;red_සම;hair_loss,Skin_Allergy
163,dog,sneezing;rash;red_සම;hair_loss;කුරුල්ලීම,Skin_Allergy
164,dog,sneezing;කුරුල්ලීම;rash;red_සම,Skin_Allergy
165,dog,කුරුල්ලීම;rash;red_සම,Skin_Allergy
166,dog,sneezing;rash;hair_loss;කුරුල්ලීම;red_සම,Skin_Allergy
167,dog,rash;hair_loss;red_සම,Skin_Allergy
168,dog,red_සම;sneezing;කුරුල්ලීම,Skin_Allergy
169,dog,sneezing;කුරුල්ලීම;red_සම;hair_loss,Skin_Allergy
170,dog,rash;කුරුල්ලීම;hair_loss;red_සම,Skin_Allergy
171,dog,කුරුල්ලීම;hair_loss;sneezing;rash,Skin_Allergy
173,dog,red_සම;rash;කුරුල්ලීම;sneezing;hair_loss,Skin_Allergy
174,dog,hair_loss;කුරුල්ලීම;rash,Skin_Allergy
175,dog,rash;කුරුල්ලීම;hair_loss;red_සම,Skin_Allergy
176,dog,sneezing;කුරුල්ලීම;rash;red_සම;hair_loss,Skin_Allergy
177,dog,red_සම;hair_loss;rash,Skin_Allergy
178,dog,rash;red_සම;hair_loss;sneezing,Skin_Allergy
179,dog,sneezing;කුරුල්ලීම;red_සම;rash,Skin_Allergy
180,dog,කුරුල්ලීම;red_සම;rash;sneezing,Skin_Allergy
181,dog,red_සම;කුරුල්ලීම;hair_loss;rash,Skin_Allergy
182,dog,sneezing;hair_loss;red_සම;කුරුල්ලීම;rash,Skin_Allergy
183,dog,කුරුල්ලීම;rash;hair_loss;red_සම,Skin_Allergy
184,dog,sneezing;red_සම;hair_loss,Skin_Allergy
185,dog,red_සම;කුරුල්ලීම;rash;hair_loss,Skin_Allergy
186,dog,rash;hair_loss;red_සම,Skin_Allergy
187,dog,hair_loss;sneezing;කුරුල්ලීම;red_සම,Skin_Allergy
188,dog,rash;කුරුල්ලීම;hair_loss;sneezing;red_සම,Skin_Allergy
190,dog,sneezing;hair_loss;red_සම,Skin_Allergy
191,dog,red_සම;sneezing;rash,Skin_Allergy
192,dog,කුරුල්ලීම;hair_loss;red_සම;sneezing,Skin_Allergy
193,dog,red_සම;hair_loss;rash;sneezing;කුරුල්ලීම,Skin_Allergy
194,dog,red_සම;sneezing;කුරුල්ලීම;hair_loss;rash,Skin_Allergy
195,dog,sneezing;rash;කුරුල්ලීම;hair_loss;red_සම,Skin_Allergy
196,dog,කුරුල්ලීම;rash;hair_loss;sneezing,Skin_Allergy
197,dog,red_සම;කුරුල්ලීම;hair_loss;sneezing;rash,Skin_Allergy
198,dog,කුරුල්ලීම;rash;hair_loss,Skin_Allergy
199,dog,rash;sneezing;red_සම;hair_loss,Skin_Allergy
200,dog,කුරුල්ලීම;sneezing;rash,Skin_Allergy
201,dog,sneezing;rash;කුරුල්ලීම,Skin_Allergy
202,dog,red_සම;hair_loss;sneezing;rash;කුරුල්ලීම,Skin_Allergy
203,dog,red_සම;sneezing;කුරුල්ලීම,Skin_Allergy
204,dog,sneezing;කුරුල්ලීම;rash;hair_loss,Skin_Allergy
205,dog,rash;sneezing;hair_loss;red_සම,Skin_Allergy
206,dog,hair_loss;කුරුල්ලීම;sneezing;red_සම;rash,Skin_Allergy
207,dog,red_සම;sneezing;කුරුල්ලීම;hair_loss;rash,Skin_Allergy
208,dog,rash;කුරුල්ලීම;red_සම,Skin_Allergy
209,dog,කුරුල්ලීම;sneezing;hair_loss;red_සම,Skin_Allergy
210,dog,hair_loss;sneezing;red_සම;කුරුල්ලීම;rash,Skin_Allergy
211,dog,stiffness;සන්ධි_වේදනාව;difficulty_walking,Arthritis
212,dog,difficulty_walking;fatigue;සන්ධි_වේදනාව;stiffness,Arthritis
215,dog,difficulty_walking;fatigue;සන්ධි_වේදනාව;limping,Arthritis
216,dog,limping;fatigue;stiffness;සන්ධි_වේදනාව,Arthritis
217,dog,සන්ධි_වේදනාව;limping;fatigue;difficulty_walking,Arthritis
220,dog,සන්ධි_වේදනාව;limping;fatigue;difficulty_walking,Arthritis
221,dog,fatigue;stiffness;limping;difficulty_walking;සන්ධි_වේදනාව,Arthritis
222,dog,stiffness;සන්ධි_වේදනාව;difficulty_walking,Arthritis
224,dog,difficulty_walking;limping;සන්ධි_වේදනාව;stiffness,Arthritis
225,dog,stiffness;සන්ධි_වේදනාව;fatigue;difficulty_walking;limping,Arthritis
226,dog,fatigue;difficulty_walking;සන්ධි_වේදනාව;limping,Arthritis
227,dog,fatigue;සන්ධි_වේදනාව;stiffness;difficulty_walking;limping,Arthritis
228,dog,difficulty_walking;fatigue;stiffness;සන්ධි_වේදනාව;limping,Arthritis
229,dog,fatigue;stiffness;difficulty_walking;limping;සන්ධි_වේදනාව,Arthritis
230,dog,stiffness;difficulty_walking;limping;සන්ධි_වේදනාව,Arthritis
232,dog,stiffness;difficulty_walking;fatigue;limping;සන්ධි_වේදනාව,Arthritis
234,dog,difficulty_walking;fatigue;සන්ධි_වේදනාව,Arthritis
235,dog,difficulty_walking;stiffness;limping;සන්ධි_වේදනාව,Arthritis
236,dog,difficulty_walking;limping;සන්ධි_වේදනාව;fatigue;stiffness,Arthritis
237,dog,සන්ධි_වේදනාව;limping;stiffness,Arthritis
238,dog,stiffness;difficulty_walking;සන්ධි_වේදනාව,Arthritis
239,dog,සන්ධි_වේදනාව;stiffness;fatigue;limping;difficulty_walking,Arthritis
240,dog,difficulty_walking;limping;සන්ධි_වේදනාව;fatigue,Arthritis
241,dog,limping;stiffness;සන්ධි_වේදනාව,Arthritis
242,dog,difficulty_walking;stiffness;සන්ධි_වේදනාව;fatigue,Arthritis
245,dog,සන්ධි_වේදනාව;stiffness;difficulty_walking;limping;fatigue,Arthritis
246,dog,සන්ධි_වේදනාව;limping;fatigue;stiffness;difficulty_walking,Arthritis
247,dog,difficulty_walking;limping;fatigue;සන්ධි_වේදනාව;stiffness,Arthritis
248,dog,සන්ධි_වේදනාව;limping;difficulty_walking,Arthritis
249,dog,fatigue;stiffness;සන්ධි_වේදනාව;limping,Arthritis
250,dog,limping;difficulty_walking;stiffness;සන්ධි_වේදනාව,Arthritis
252,dog,stiffness;සන්ධි_වේදනාව;difficulty_walking;limping;fatigue,Arthritis
253,dog,සන්ධි_වේදනාව;limping;fatigue;stiffness;difficulty_walking,Arthritis
256,dog,difficulty_walking;fatigue;සන්ධි_වේදනාව,Arthritis
257,dog,සන්ධි_වේදනාව;fatigue;difficulty_walking;stiffness;limping,Arthritis
258,dog,stiffness;limping;difficulty_walking;fatigue;සන්ධි_වේදනාව,Arthritis
259,dog,fatigue;difficulty_walking;limping;සන්ධි_වේදනාව,Arthritis
260,dog,fatigue;stiffness;difficulty_walking;සන්ධි_වේදනාව,Arthritis
261,dog,stiffness;difficulty_walking;fatigue;limping;සන්ධි_වේදනාව,Arthritis
262,dog,fatigue;සන්ධි_වේදනාව;limping;difficulty_walking;stiffness,Arthritis
263,dog,fatigue;stiffness;limping;difficulty_walking;සන්ධි_වේදනාව,Arthritis
264,dog,difficulty_walking;stiffness;සන්ධි_වේදනාව;fatigue,Arthritis
265,dog,difficulty_walking;stiffness;fatigue;සන්ධි_වේදනාව,Arthritis
267,dog,fatigue;difficulty_walking;stiffness;limping;සන්ධි_වේදනාව,Arthritis
269,dog,limping;stiffness;සන්ධි_වේදනාව,Arthritis
270,dog,limping;fatigue;difficulty_walking;සන්ධි_වේදනාව;stiffness,Arthritis
271,dog,stiffness;සන්ධි_වේදනාව;limping;difficulty_walking,Arthritis
272,dog,සන්ධි_වේදනාව;fatigue;limping;difficulty_walking,Arthritis
273,dog,සන්ධි_වේදනාව;stiffness;limping;difficulty_walking,Arthritis
274,dog,difficulty_walking;සන්ධි_වේදනාව;limping;fatigue,Arthritis
275,dog,difficulty_walking;fatigue;සන්ධි_වේදනාව;stiffness;limping,Arthritis
276,dog,fatigue;stiffness;සන්ධි_වේදනාව,Arthritis
277,dog,සන්ධි_වේදනාව;difficulty_walking;limping;stiffness;fatigue,Arthritis
279,dog,difficulty_walking;limping;fatigue;සන්ධි_වේදනාව,Arthritis
280,dog,difficulty_walking;stiffness;fatigue;සන්ධි_වේදනාව,Arthritis
281,dog,weight_loss;increased_thirst;lethargy;වමන;loss_of_appetite,Kidney_Disease
282,dog,loss_of_appetite;වමන;lethargy,Kidney_Disease
284,dog,loss_of_appetite;වමන;increased_thirst;weight_loss;lethargy,Kidney_Disease
285,dog,loss_of_appetite;වමන;increased_thirst;lethargy;weight_loss,Kidney_Disease
287,dog,වමන;lethargy;weight_loss,Kidney_Disease
288,dog,lethargy;increased_thirst;weight_loss;loss_of_appetite;වමන,Kidney_Disease
289,dog,වමන;weight_loss;increased_thirst;lethargy,Kidney_Disease
291,dog,weight_loss;lethargy;increased_thirst;වමන,Kidney_Disease
292,dog,වමන;weight_loss;increased_thirst;loss_of_appetite,Kidney_Disease
293,dog,වමන;lethargy;loss_of_appetite;increased_thirst,Kidney_Disease
294,dog,lethargy;වමන;increased_thirst,Kidney_Disease
295,dog,loss_of_appetite;වමන;lethargy;increased_thirst;weight_loss,Kidney_Disease
296,dog,loss_of_appetite;lethargy;වමන,Kidney_Disease
298,dog,lethargy;වමන;loss_of_appetite,Kidney_Disease
299,dog,increased_thirst;loss_of_appetite;වමන;weight_loss,Kidney_Disease
300,dog,loss_of_appetite;weight_loss;lethargy;වමන;increased_thirst,Kidney_Disease
302,dog,lethargy;weight_loss;වමන;loss_of_appetite;increased_thirst,Kidney_Disease
303,dog,වමන;weight_loss;increased_thirst;lethargy,Kidney_Disease
305,dog,weight_loss;වමන;lethargy,Kidney_Disease
306,dog,loss_of_appetite;lethargy;increased_thirst;weight_loss;වමන,Kidney_Disease
307,dog,lethargy;weight_loss;loss_of_appetite;increased_thirst;වමන,Kidney_Disease
308,dog,lethargy;වමන;weight_loss;loss_of_appetite,Kidney_Disease
312,dog,වමන;weight_loss;lethargy,Kidney_Disease
313,dog,increased_thirst;loss_of_appetite;lethargy;වමන,Kidney_Disease
314,dog,loss_of_appetite;increased_thirst;lethargy;වමන;weight_loss,Kidney_Disease
315,dog,loss_of_appetite;increased_thirst;lethargy;weight_loss;වමන,Kidney_Disease
316,dog,increased_thirst;වමන;lethargy,Kidney_Disease
318,dog,lethargy;weight_loss;වමන;increased_thirst;loss_of_appetite,Kidney_Disease
319,dog,වමන;lethargy;loss_of_appetite,Kidney_Disease
320,dog,weight_loss;වමන;increased_thirst,Kidney_Disease
322,dog,weight_loss;වමන;increased_thirst;lethargy;loss_of_appetite,Kidney_Disease
323,dog,increased_thirst;lethargy;වමන;loss_of_appetite;weight_loss,Kidney_Disease
324,dog,loss_of_appetite;weight_loss;වමන,Kidney_Disease
325,dog,වමන;loss_of_appetite;increased_thirst;lethargy;weight_loss,Kidney_Disease
326,dog,increased_thirst;වමන;lethargy;weight_loss,Kidney_Disease
327,dog,වමන;lethargy;loss_of_appetite;weight_loss,Kidney_Disease
328,dog,loss_of_appetite;වමන;weight_loss;increased_thirst;lethargy,Kidney_Disease
329,dog,වමන;weight_loss;lethargy;loss_of_appetite,Kidney_Disease
330,dog,increased_thirst;weight_loss;වමන;loss_of_appetite,Kidney_Disease
331,dog,වමන;lethargy;loss_of_appetite;weight_loss,Kidney_Disease
332,dog,weight_loss;loss_of_appetite;increased_thirst;වමන;lethargy,Kidney_Disease
335,dog,increased_thirst;lethargy;වමන;loss_of_appetite;weight_loss,Kidney_Disease
336,dog,weight_loss;lethargy;වමන,Kidney_Disease
337,dog,weight_loss;වමන;loss_of_appetite;increased_thirst;lethargy,Kidney_Disease
338,dog,වමන;increased_thirst;weight_loss,Kidney_Disease
339,dog,loss_of_appetite;increased_thirst;weight_loss;වමන;lethargy,Kidney_Disease
340,dog,lethargy;loss_of_appetite;increased_thirst;weight_loss;වමන,Kidney_Disease
342,dog,increased_thirst;වමන;lethargy,Kidney_Disease
343,dog,loss_of_appetite;weight_loss;වමන;increased_thirst;lethargy,Kidney_Disease
344,dog,weight_loss;increased_thirst;loss_of_appetite;lethargy;වමන,Kidney_Disease
345,dog,loss_of_appetite;lethargy;වමන;weight_loss,Kidney_Disease
346,dog,loss_of_appetite;weight_loss;increased_thirst;වමන,Kidney_Disease
347,dog,lethargy;weight_loss;වමන,Kidney_Disease
348,dog,weight_loss;වමන;loss_of_appetite;increased_thirst;lethargy,Kidney_Disease
349,dog,වමන;weight_loss;loss_of_appetite;increased_thirst,Kidney_Disease
350,dog,වමන;increased_thirst;loss_of_appetite,Kidney_Disease
351,cat,dehydration;loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව;උණ,Feline_Panleukopenia
352,cat,වමන;දිගු අස්ථිර දියවැඩියාව;උණ,Feline_Panleukopenia
353,cat,dehydration;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ;වමන,Feline_Panleukopenia
354,cat,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන,Feline_Panleukopenia
355,cat,dehydration;උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Feline_Panleukopenia
356,cat,වමන;උණ;dehydration;loss_of_appetite,Feline_Panleukopenia
357,cat,දිගු අස්ථිර දියවැඩියාව;dehydration;උණ;loss_of_appetite;වමන,Feline_Panleukopenia
358,cat,උණ;loss_of_appetite;වමන,Feline_Panleukopenia
359,cat,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;dehydration;වමන,Feline_Panleukopenia
360,cat,වමන;දිගු අස්ථිර දියවැඩියාව;dehydration;උණ;loss_of_appetite,Feline_Panleukopenia
361,cat,dehydration;උණ;loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
362,cat,dehydration;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;වමන;උණ,Feline_Panleukopenia
363,cat,වමන;දිගු අස්ථිර දියවැඩියාව;උණ;dehydration;loss_of_appetite,Feline_Panleukopenia
364,cat,dehydration;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Feline_Panleukopenia
365,cat,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration;වමන,Feline_Panleukopenia
366,cat,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන;dehydration,Feline_Panleukopenia
367,cat,උණ;දිගු අස්ථිර දියවැඩියාව;dehydration;වමන,Feline_Panleukopenia
368,cat,උණ;loss_of_appetite;dehydration,Feline_Panleukopenia
369,cat,loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;dehydration;වමන;උණ,Feline_Panleukopenia
370,cat,වමන;දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite,Feline_Panleukopenia
371,cat,වමන;dehydration;උණ,Feline_Panleukopenia
372,cat,dehydration;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන,Feline_Panleukopenia
373,cat,දිගු අස්ථිර දියවැඩියාව;උණ;වමන;dehydration;loss_of_appetite,Feline_Panleukopenia
374,cat,loss_of_appetite;උණ;dehydration;වමන,Feline_Panleukopenia
375,cat,dehydration;වමන;උණ;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
376,cat,loss_of_appetite;dehydration;දිගු අස්ථිර දියවැඩියාව;උණ;වමන,Feline_Panleukopenia
377,cat,වමන;dehydration;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ,Feline_Panleukopenia
378,cat,උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
379,cat,loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;උණ;dehydration;වමන,Feline_Panleukopenia
380,cat,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration;වමන,Feline_Panleukopenia
381,cat,loss_of_appetite;උණ;dehydration;වමන;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
382,cat,loss_of_appetite;වමන;උණ;dehydration;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
383,cat,උණ;dehydration;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
384,cat,dehydration;වමන;උණ,Feline_Panleukopenia
385,cat,දිගු අස්ථිර දියවැඩියාව;උණ;dehydration;වමන;loss_of_appetite,Feline_Panleukopenia
386,cat,වමන;උණ;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
387,cat,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන;dehydration,Feline_Panleukopenia
388,cat,dehydration;දිගු අස්ථිර දියවැඩියාව;වමන,Feline_Panleukopenia
389,cat,දිගු අස්ථිර දියවැඩියාව;වමන;loss_of_appetite;උණ,Feline_Panleukopenia
390,cat,දිගු අස්ථිර දියවැඩියාව;උණ;dehydration;වමන;loss_of_appetite,Feline_Panleukopenia
391,cat,උණ;dehydration;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Feline_Panleukopenia
392,cat,dehydration;loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
393,cat,උණ;dehydration;වමන;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
394,cat,උණ;වමන;loss_of_appetite,Feline_Panleukopenia
395,cat,වමන;උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration,Feline_Panleukopenia
396,cat,වමන;dehydration;උණ,Feline_Panleukopenia
397,cat,dehydration;උණ;දිගු අස්ථිර දියවැඩියාව;වමන;loss_of_appetite,Feline_Panleukopenia
398,cat,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration;වමන;උණ,Feline_Panleukopenia
399,cat,loss_of_appetite;වමන;dehydration;උණ;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
400,cat,loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
401,cat,උණ;වමන;loss_of_appetite,Feline_Panleukopenia
402,cat,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
403,cat,dehydration;වමන;උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Feline_Panleukopenia
404,cat,dehydration;වමන;උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Feline_Panleukopenia
405,cat,dehydration;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;උණ,Feline_Panleukopenia
406,cat,වමන;උණ;loss_of_appetite;dehydration;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
407,cat,dehydration;උණ;වමන;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
408,cat,උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව,Feline_Panleukopenia
409,cat,දිගු අස්ථිර දියවැඩියාව;වමන;loss_of_appetite;dehydration;උණ,Feline_Panleukopenia
410,cat,dehydration;දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite;වමන,Feline_Panleukopenia
411,cat,loss_of_appetite;dehydration;වමන;උණ,Feline_Panleukopenia
412,cat,දිගු අස්ථිර දියවැඩියාව;dehydration;loss_of_appetite;වමන,Feline_Panleukopenia
413,cat,වමන;loss_of_appetite;dehydration;දිගු අස්ථිර දියවැඩියාව;උණ,Feline_Panleukopenia
414,cat,dehydration;උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Feline_Panleukopenia
415,cat,උණ;loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව;dehydration,Feline_Panleukopenia
416,cat,dehydration;වමන;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;උණ,Feline_Panleukopenia
417,cat,වමන;උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;dehydration,Feline_Panleukopenia
418,cat,දිගු අස්ථිර දියවැඩියාව;dehydration;උණ;වමන;loss_of_appetite,Feline_Panleukopenia
419,cat,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration,Feline_Panleukopenia
420,cat,dehydration;loss_of_appetite;වමන;උණ,Feline_Panleukopenia
421,cat,ඇස්_discharge;sneezing;runny_නැති,Rhinotracheitis
422,cat,runny_නැති;ඇස්_discharge;sneezing;lethargy;උණ,Rhinotracheitis
423,cat,lethargy;runny_නැති;උණ;sneezing;ඇස්_discharge,Rhinotracheitis
424,cat,උණ;ඇස්_discharge;runny_නැති;lethargy;sneezing,Rhinotracheitis
425,cat,ඇස්_discharge;lethargy;sneezing;runny_නැති;උණ,Rhinotracheitis
426,cat,ඇස්_discharge;lethargy;sneezing;runny_නැති,Rhinotracheitis
427,cat,runny_නැති;උණ;sneezing;lethargy;ඇස්_discharge,Rhinotracheitis
428,cat,උණ;sneezing;runny_නැති;lethargy,Rhinotracheitis
429,cat,උණ;sneezing;runny_නැති;lethargy;ඇස්_discharge,Rhinotracheitis
430,cat,runny_නැති;sneezing;උණ,Rhinotracheitis
431,cat,sneezing;lethargy;උණ;ඇස්_discharge,Rhinotracheitis
432,cat,runny_නැති;lethargy;sneezing;උණ,Rhinotracheitis
433,cat,lethargy;runny_නැති;උණ,Rhinotracheitis
434,cat,lethargy;උණ;ඇස්_discharge;sneezing,Rhinotracheitis
435,cat,sneezing;lethargy;උණ;ඇස්_discharge,Rhinotracheitis
436,cat,උණ;runny_නැති;lethargy;sneezing;ඇස්_discharge,Rhinotracheitis
437,cat,උණ;ඇස්_discharge;lethargy;sneezing;runny_නැති,Rhinotracheitis
438,cat,runny_නැති;උණ;ඇස්_discharge,Rhinotracheitis
439,cat,sneezing;lethargy;ඇස්_discharge;උණ;runny_නැති,Rhinotracheitis
440,cat,ඇස්_discharge;runny_නැති;උණ;lethargy,Rhinotracheitis
441,cat,sneezing;runny_නැති;උණ;lethargy;ඇස්_discharge,Rhinotracheitis
442,cat,උණ;sneezing;ඇස්_discharge;lethargy;runny_නැති,Rhinotracheitis
443,cat,ඇස්_discharge;lethargy;උණ,Rhinotracheitis
444,cat,runny_නැති;sneezing;ඇස්_discharge;lethargy,Rhinotracheitis
445,cat,runny_නැති;sneezing;උණ;lethargy;ඇස්_discharge,Rhinotracheitis
446,cat,උණ;sneezing;lethargy;ඇස්_discharge,Rhinotracheitis
447,cat,sneezing;lethargy;උණ;ඇස්_discharge;runny_නැති,Rhinotracheitis
448,cat,lethargy;ඇස්_discharge;runny_නැති;sneezing,Rhinotracheitis
449,cat,උණ;ඇස්_discharge;lethargy,Rhinotracheitis
450,cat,lethargy;runny_නැති;ඇස්_discharge;sneezing;උණ,Rhinotracheitis
451,cat,උණ;lethargy;ඇස්_discharge;sneezing,Rhinotracheitis
452,cat,උණ;runny_නැති;lethargy;sneezing;ඇස්_discharge,Rhinotracheitis
453,cat,උණ;sneezing;lethargy;runny_නැති,Rhinotracheitis
454,cat,runny_නැති;ඇස්_discharge;උණ,Rhinotracheitis
455,cat,ඇස්_discharge;උණ;runny_නැති,Rhinotracheitis
456,cat,උණ;lethargy;sneezing;ඇස්_discharge,Rhinotracheitis
457,cat,උණ;ඇස්_discharge;sneezing;runny_නැති;lethargy,Rhinotracheitis
458,cat,lethargy;sneezing;runny_නැති,Rhinotracheitis
459,cat,උණ;lethargy;ඇස්_discharge;sneezing,Rhinotracheitis
460,cat,sneezing;ඇස්_discharge;උණ;lethargy,Rhinotracheitis
461,cat,උණ;sneezing;ඇස්_discharge,Rhinotracheitis
462,cat,උණ;runny_නැති;lethargy,Rhinotracheitis
463,cat,sneezing;lethargy;උණ;runny_නැති,Rhinotracheitis
